,location,society,total_sqft,bath,balcony,price,bedrooms
3008,Vijayanagar,Rancy R,1352.0,2.0,2.0,68.0,2
3009,Thanisandra,Soitya ,2002.0,3.0,2.0,112.0,3
3010,other,FeowsMe,4000.0,5.0,1.0,280.0,4
3011,other,KuncyRe,1060.0,2.0,2.0,45.0,2
3012,Kanakpura Road,SoapeSu,1419.59,2.0,1.0,59.0,3
3013,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,51.15,2
3015,Electronics City Phase 1,Shitt S,1595.0,3.0,2.0,75.0,3
3016,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2
3018,Frazer Town,Asneren,1550.0,2.0,2.0,140.0,2
3020,Electronic City,Janaala,4000.0,5.0,1.0,150.0,4
3021,Akshaya Nagar,DLhtsnd,1662.0,3.0,2.0,85.0,3
3024,Ambedkar Nagar,SoechHa,1862.0,3.0,2.0,119.0,3
3025,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,2.0,48.0,2
3027,Raja Rajeshwari Nagar,PrrvaPl,1560.0,2.0,2.0,62.4,3
3029,Thanisandra,Bhe 2ko,1634.0,3.0,3.0,78.0,3
3030,Ambedkar Nagar,Thessrm,5530.0,5.0,3.0,627.0,5
3034,Nagavarapalya,PuonsSe,1392.0,2.0,1.0,99.0,2
3035,Jakkur,Ceezey ,1798.0,3.0,1.0,120.0,3
3036,other,Veisear,1675.0,3.0,3.0,75.0,3
3040,Hebbal,Raard B,1700.0,3.0,2.0,124.0,3
3041,Hulimavu,Vandak ,1248.0,2.0,1.0,69.0,2
3042,other,Sanetra,1147.0,2.0,1.0,54.0,2
3043,other,HintsAp,1100.0,2.0,2.0,40.0,2
3044,Vijayanagar,Rancy R,1527.0,3.0,2.0,115.0,3
3046,Kanakpura Road,PrarePa,525.0,1.0,1.0,25.0,1
3047,Kaggadasapura,RohtsHe,1100.0,2.0,3.0,58.0,2
3050,other,Krestee,2100.0,3.0,1.0,75.0,3
3052,Ambalipura,Dimes E,1332.0,2.0,1.0,79.0,2
3055,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2
3058,Kasavanhalli,TRensre,1200.0,2.0,2.0,50.0,2
3059,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,47.4,2
3060,Kambipura,Prrtht ,883.0,2.0,1.0,45.0,2
3061,other,Tencyes,1400.0,2.0,3.0,67.0,3
3062,Rajaji Nagar,Brway G,1800.0,3.0,3.0,260.0,3
3063,Hegde Nagar,Soiniy ,1703.0,3.0,2.0,113.0,3
3066,Jigani,DLhtsen,933.0,2.0,2.0,43.0,2
3068,Brookefield,Mapleer,1262.0,2.0,1.0,75.0,2
3069,Yelahanka,Rarthne,915.0,2.0,2.0,48.0,2
3070,Panathur,Saite G,1370.0,2.0,2.0,61.5,3
3071,other,Shise P,1210.0,2.0,3.0,55.0,2
3072,Kodihalli,Soianal,2392.0,4.0,2.0,260.0,3
3078,Thanisandra,MNlam G,1445.0,2.0,3.0,40.31,3
3079,Uttarahalli,Evood S,1300.0,2.0,1.0,55.0,3
3081,Jakkur,HRaniIb,1300.0,2.0,1.0,85.0,2
3082,Chandapura,SunceEs,1185.0,2.0,2.0,30.22,3
3091,Hennur Road,Maity W,1385.0,2.0,1.0,83.09,2
3093,Lakshminarayana Pura,RothaVa,1149.0,2.0,1.0,75.0,2
3094,Sarjapur  Road,Adeatlm,2180.0,3.0,2.0,170.0,3
3098,Hulimavu,NiarkHy,1818.0,3.0,1.0,135.0,3
3100,Rajaji Nagar,Brway G,1640.0,3.0,2.0,241.0,3
3101,Nagarbhavi,DSesthr,1350.0,2.0,2.0,54.6,3
3103,Hoodi,GoAirej,1430.0,2.0,2.0,113.0,2
3106,Sarjapur  Road,Clell D,1084.0,2.0,3.0,55.0,2
3107,Hennur Road,Koagati,1186.0,2.0,1.0,56.0,3
3108,Kengeri,Vaens G,1255.0,2.0,2.0,50.0,2
3109,Haralur Road,SoronSa,3400.0,5.0,3.0,240.0,4
3110,Hosa Road,Mahesr ,1541.0,3.0,1.0,69.84,3
3111,Iblur Village,Emine P,3596.0,5.0,1.0,282.0,4
3112,Raja Rajeshwari Nagar,NaonySy,1295.0,2.0,2.0,70.0,2
3115,7th Phase JP Nagar,SrncyRe,1370.0,2.0,2.0,54.79,3
3116,Electronic City,DSgmax ,1100.0,2.0,1.0,40.0,2
3117,Hebbal,Emceske,4772.0,6.0,2.0,510.0,4
3118,Rajaji Nagar,Brway G,1370.0,2.0,1.0,170.0,2
3120,JP Nagar,DSillto,1200.0,2.0,2.0,62.0,2
3127,Somasundara Palya,ManceEl,1178.0,2.0,3.0,73.0,2
3128,Dasanapura,Tavenew,1286.0,3.0,2.0,61.44,3
3129,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.0,2
3130,Jigani,DLhtsan,918.0,2.0,2.0,55.0,2
3131,Electronic City,KonteiT,1563.0,3.0,2.0,91.84,3
3134,Hebbal,Cehosy ,3960.0,5.0,3.0,386.0,4
3136,Kaggadasapura,JaaldEm,1325.0,2.0,2.0,50.0,2
3137,Sonnenahalli,Whosone,1100.0,2.0,1.0,44.0,2
3138,other,Lelia M,3875.0,3.0,2.0,800.0,3
3139,Gollarapalya Hosahalli,Mauner ,1605.0,3.0,2.0,50.0,3
3141,Somasundara Palya,Srhts P,1260.0,2.0,1.0,60.0,2
3142,Hoodi,Caycend,1553.0,3.0,2.0,83.09,3
3143,Whitefield,BMttaor,1280.0,2.0,2.0,52.0,2
3144,Hebbal,Arade A,1550.0,2.0,2.0,75.0,3
3146,other,PintsAp,1550.0,3.0,2.0,74.0,3
3147,Electronics City Phase 1,SNdri N,1515.0,2.0,1.0,80.91,3
3148,Hosa Road,Skume R,1332.0,2.0,1.0,86.12,3
3149,Electronic City,Briumri,1652.0,3.0,2.0,70.0,3
3150,Hegde Nagar,Sonosty,1570.0,3.0,1.0,105.0,3
3151,Sarjapur  Road,Adeatlm,5400.0,4.0,3.0,725.0,4
3152,other,DShtsow,794.0,1.0,1.0,60.0,1
3154,7th Phase JP Nagar,RBRWAyo,3600.0,3.0,2.0,410.0,4
3158,other,VDenaWa,2800.0,3.0,2.0,250.0,3
3159,Sarjapur  Road,SocusHi,1750.0,3.0,2.0,110.0,3
3161,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
3162,other,Srhan P,1665.0,3.0,3.0,70.0,3
3163,other,PrstaTe,4051.0,4.0,3.0,345.0,4
3165,Bommasandra,KBaleoy,1447.0,3.0,2.0,80.0,3
3166,Balagere,Soresea,1012.0,2.0,1.0,75.0,2
3167,other,Saestde,1900.0,3.0,2.0,60.0,3
3168,other,AriosHe,1308.0,2.0,2.0,92.66,2
3173,Gunjur,BMineis,1140.0,2.0,2.0,49.11,2
3174,Jakkur,SoineC ,3181.0,4.0,0.0,260.5,4
3176,Kanakapura,SPavenc,1290.0,3.0,3.0,45.15,3
3177,Ambedkar Nagar,SoechHa,1424.0,2.0,2.0,90.0,2
3179,Akshaya Nagar,DLhtsnd,1662.0,3.0,2.0,85.5,3
3180,other,Kierser,8321.0,5.0,3.0,2700.0,5
3181,Begur Road,Dhalsh ,1200.0,2.0,2.0,45.0,2
3184,Battarahalli,PaontWa,1777.0,3.0,2.0,100.0,3
3186,Anandapura,ViensRK,1576.0,3.0,2.0,59.1,3
3189,Raja Rajeshwari Nagar,Prllsan,648.0,1.0,1.0,31.75,1
3190,Neeladri Nagar,AdingSV,1167.0,2.0,1.0,38.0,3
3193,other,Leora E,2350.0,5.0,1.0,327.0,3
3197,other,Coner C,1991.0,3.0,2.0,160.0,3
3205,Rachenahalli,NRodsen,2721.0,3.0,2.0,113.0,3
3206,Thanisandra,Bhmesy ,2000.0,3.0,2.0,99.0,3
3207,Whitefield,Sanne E,2500.0,4.0,3.0,155.0,4
3208,other,GMilse ,1325.0,2.0,2.0,70.0,2
3209,Kadugodi,Alestrb,1314.0,2.0,3.0,68.2,2
3214,other,ARineha,2220.0,4.0,2.0,65.0,3
3215,KR Puram,MCnexva,1192.5,2.0,0.0,51.22,2
3216,Hebbal,Mahosya,1420.0,2.0,1.0,99.39,2
3217,Sarjapur  Road,Ceiti I,1888.0,4.0,1.0,95.0,3
3218,JP Nagar,Shestut,1300.0,2.0,1.0,90.87,2
3219,Rajaji Nagar,Pumesim,1216.0,2.0,0.0,97.16,2
3222,Harlur,Prncyrn,1290.0,2.0,1.0,87.0,2
3227,Koramangala,Proodt ,1900.0,2.0,1.0,200.0,2
3229,Sarjapur  Road,MJinele,1300.0,3.0,2.0,60.0,3
3230,Channasandra,Unm 2El,1115.0,2.0,1.0,33.45,2
3231,Rajaji Nagar,PhestOn,2409.0,3.0,2.0,360.0,3
3232,Ambedkar Nagar,SoechHa,2150.0,4.0,2.0,125.0,3
3233,Marathahalli,Unezes ,1305.0,2.0,1.0,69.0,3
3234,Kanakpura Road,GolusLi,1252.0,2.0,1.0,56.32,2
3240,Subramanyapura,Chllsev,1313.0,2.0,2.0,66.5,2
3243,other,ARnamru,1160.0,2.0,1.0,41.75,2
3245,Subramanyapura,Mayne A,1255.0,2.0,2.0,79.0,3
3247,other,Pralmat,900.0,2.0,1.0,45.0,2
3248,Yelahanka New Town,Cerasy ,1700.0,3.0,2.0,90.0,3
3249,Indira Nagar,Gonorir,1875.0,3.0,1.0,180.0,3
3250,Uttarahalli,Baveles,1700.0,3.0,2.0,88.0,3
3251,Harlur,Prncyrn,1749.0,3.0,2.0,115.0,3
3255,other,Krllael,1200.0,2.0,2.0,50.0,2
3256,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
3257,Electronic City,GMown E,1070.0,2.0,1.0,46.0,2
3260,Indira Nagar,VKvenas,1210.0,2.0,1.0,102.0,2
3262,Thigalarapalya,Prtanha,4190.0,4.0,3.0,380.0,4
3263,other,Shensit,1364.0,2.0,2.0,70.0,2
3264,Whitefield,ArsiaEx,2268.0,3.0,0.0,146.0,4
3267,Magadi Road,DSellil,1345.0,2.0,2.0,55.0,2
3268,other,Laowsba,1110.0,2.0,2.0,41.0,2
3269,Kengeri,VBvenal,750.0,2.0,1.0,36.0,2
3270,other,Puodse ,1156.0,2.0,2.0,49.5,2
3271,Pattandur Agrahara,ARvasV ,1247.0,2.0,1.0,59.8,2
3273,Kaggalipura,Baowsig,950.0,2.0,1.0,48.0,2
3276,Vijayanagar,Saityat,1520.0,2.0,1.0,103.0,3
3279,Hennur Road,Samittv,2350.0,3.0,2.0,174.0,3
3281,other,Sorisa ,1672.0,3.0,2.0,150.0,3
3287,Bommasandra,SSestth,920.0,2.0,1.0,37.46,2
3288,Sarjapur  Road,Cetattu,1200.0,3.0,2.0,70.0,3
3289,other,Mancy R,1250.0,3.0,2.0,139.0,3
3292,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2
3294,Haralur Road,NRowse ,1464.0,2.0,2.0,56.0,2
3295,other,RMcesa ,1468.0,3.0,2.0,130.0,2
3296,Electronics City Phase 1,SNdri N,1555.0,2.0,1.0,82.0,3
3298,Whitefield,SNadeAr,1150.0,2.0,0.0,55.0,2
3301,other,Mazler ,1166.0,2.0,1.0,53.0,2
3302,other,Prasa W,2779.0,3.0,1.0,317.0,3
3303,Electronic City,Palleon,1350.0,3.0,2.0,58.0,3
3306,other,SoersTo,1190.0,3.0,1.0,55.0,3
3307,Kodichikkanahalli,Suntsan,1495.0,2.0,2.0,75.0,3
3308,Indira Nagar,Riousd ,1224.0,2.0,2.0,105.0,2
3309,other,Mandsi ,1350.0,2.0,2.0,68.0,3
3310,Green Glen Layout,Mazzo P,940.0,2.0,1.0,56.8,2
3311,Raja Rajeshwari Nagar,DwntsAp,1100.0,2.0,1.0,55.0,2
3312,other,Sheurre,1300.0,2.0,2.0,61.0,2
3315,Sarjapur  Road,AztheBr,2600.0,3.0,2.0,200.0,3
3316,Yelahanka,Goues A,1517.0,3.0,2.0,76.3,3
3321,Marathahalli,Vaoodar,1365.0,2.0,2.0,73.0,2
3322,Electronic City,Itelaa ,1000.0,2.0,3.0,25.0,2
3323,CV Raman Nagar,Pu270a ,1392.0,2.0,1.0,98.0,2
3325,Hennur Road,ChionCo,1586.0,3.0,3.0,93.94,3
3327,Electronic City Phase II,Sryalan,1065.0,2.0,1.0,30.75,2
3329,7th Phase JP Nagar,Eladero,1575.0,2.0,2.0,120.0,3
3332,Gubbalala,MauilTr,1745.0,3.0,2.0,110.0,3
3333,Nagarbhavi,SVdhaig,1223.0,2.0,1.0,60.0,2
3335,other,Niine J,1200.0,2.0,0.0,90.0,2
3336,Binny Pete,She 2rk,665.0,1.0,1.0,46.08,1
3337,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,70.0,2
3338,Hebbal,Magiaya,1355.0,3.0,1.0,83.87,3
3344,Panathur,Saite G,1370.0,2.0,2.0,75.0,3
3348,Hoodi,Adion M,1247.0,2.0,0.0,53.0,2
3350,Balagere,Soresea,1020.07,2.0,1.0,68.38,2
3352,other,Niidet ,1460.0,2.0,3.0,73.0,3
3356,Yelahanka,Niareum,2912.5,6.0,0.0,125.5,4
3358,Hosa Road,Sosisic,1665.0,2.0,3.0,125.0,3
3359,Kanakapura,GoityEt,1295.0,2.0,2.0,64.0,2
3360,Haralur Road,SNnia E,1230.0,2.0,1.0,78.0,2
3362,Kaggalipura,Baowsig,1000.0,2.0,1.0,60.0,2
3364,Whitefield,Goted U,630.5,1.0,0.0,32.79,1
3366,Thanisandra,Soitya ,1697.0,3.0,2.0,115.0,3
3367,Whitefield,T ZedZe,3537.0,5.0,3.0,210.0,4
3368,Hosa Road,Skume R,615.0,1.0,1.0,28.29,1
3369,Banashankari,Naashi ,1350.0,2.0,0.0,83.0,3
3371,Jalahalli,DSata S,1083.0,2.0,1.0,32.49,2
3372,Gottigere,Srtusi ,1460.0,2.0,2.0,65.0,3
3374,Bommasandra,SSestth,1035.0,2.0,1.0,41.43,2
3376,Hosur Road,SLiewce,460.0,1.0,1.0,21.0,1
3378,Whitefield,Iseenst,1285.0,2.0,2.0,55.9,2
3380,Sarjapur,Inensba,1200.0,3.0,2.0,78.0,3
3381,other,Srncykh,1070.0,2.0,1.0,35.0,2
3382,Hegde Nagar,SoitaCa,1801.0,3.0,2.0,140.0,3
3383,Whitefield,Prtates,1697.0,3.0,2.0,115.0,3
3384,AECS Layout,CMoryma,1199.0,2.0,2.0,65.0,2
3385,Iblur Village,Emine P,2300.0,3.0,1.0,220.0,3
3387,Marathahalli,PueraRi,3800.0,4.0,3.0,205.0,4
3389,other,Gonoril,1125.0,2.0,1.0,75.0,2
3391,Subramanyapura,Srnumum,1050.0,2.0,3.0,41.0,2
3392,Nagarbhavi,Jaiewke,956.0,2.0,1.0,49.0,2
3393,Sarjapur,Sondaka,1000.0,2.0,2.0,30.0,2
3394,other,Puceswn,1596.0,3.0,0.0,95.0,3
3396,Kanakpura Road,Soazak ,1296.0,2.0,3.0,89.06,2
3398,other,ShanaSp,1639.0,3.0,3.0,123.0,3
3399,Electronic City Phase II,Coomee ,1219.0,2.0,1.0,61.25,2
3403,Yeshwanthpur,IBityin,2559.0,3.0,2.0,141.0,3
3405,Bannerghatta Road,DSnjh S,1427.0,2.0,2.0,48.51,3
3407,Ramagondanahalli,SVovelm,920.0,2.0,3.0,65.0,2
3411,Lingadheeranahalli,Soiewre,1530.0,2.0,2.0,90.0,3
3413,other,Undge T,2363.0,5.0,2.0,120.0,4
3414,Marathahalli,PueraRi,3895.0,4.0,3.0,220.0,4
3415,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3
3416,other,PNncysi,885.0,2.0,3.0,40.0,2
3420,Kanakpura Road,PuandHi,1339.0,2.0,2.0,62.0,2
3421,Whitefield,SMuilan,1130.0,2.0,1.0,36.0,2
3423,Yeshwanthpur,IBityin,1430.0,3.0,2.0,72.0,3
3424,Bhoganhalli,Rosha I,1451.5,4.0,1.0,121.0,4
3429,other,Saavear,925.0,2.0,2.0,63.0,2
3430,Bellandur,Sonyxa ,3016.0,4.0,3.0,230.0,4
3432,Whitefield,SSthamh,1215.0,2.0,2.0,39.0,2
3434,Lakshminarayana Pura,Puarent,1336.0,2.0,2.0,100.0,2
3435,Yeshwanthpur,IBityin,673.0,1.0,1.0,36.85,1
3444,Kanakpura Road,JRrnauv,1470.0,2.0,2.0,61.74,2
3446,Marathahalli,Vaoodar,1785.0,3.0,2.0,94.0,3
3453,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,20.0,1
3455,Thanisandra,MenueNo,1220.0,2.0,1.0,43.92,2
3456,other,Puceswn,1570.0,3.0,1.0,115.0,3
3458,other,Puestig,1665.0,3.0,2.0,86.91,3
3460,Sarjapur  Road,Adeatlm,4000.0,5.0,2.0,600.0,4
3462,other,Prone M,1350.0,2.0,1.0,87.01,3
3463,Kasavanhalli,Salisal,1719.0,3.0,2.0,116.0,3
3464,Budigere,PrityTr,664.0,1.0,1.0,35.0,1
3465,Sonnenahalli,Skacak ,1011.0,2.0,1.0,50.53,2
3468,Yeshwanthpur,VSlistr,717.0,2.0,0.0,49.475,2
3470,Whitefield,Skstark,1520.0,2.0,2.0,150.0,3
3471,Uttarahalli,Vancya ,1350.0,2.0,2.0,53.0,3
3473,Pattandur Agrahara,Shvarji,875.0,2.0,1.0,33.0,2
3474,Hennur,Adity T,1231.0,2.0,2.0,48.0,2
3475,Somasundara Palya,Abeesmi,1174.0,2.0,3.0,74.0,2
3476,Munnekollal,DaniaNe,1560.0,3.0,3.0,75.0,3
3480,other,Adthm R,1750.0,3.0,1.0,180.0,3
3484,Kodihalli,Soianal,2408.0,4.0,2.0,260.0,3
3485,Devanahalli,Brrds O,1080.0,2.0,1.0,44.0,2
3488,Begur Road,Dhalsh ,1500.0,2.0,3.0,55.0,3
3492,Channasandra,Unm 2El,1030.0,2.0,1.0,34.5,2
3493,Hebbal,Mahosya,1440.0,2.0,1.0,115.0,2
3494,Hoodi,SMaxyay,1500.0,2.0,1.0,84.0,2
3496,other,Haows M,1200.0,2.0,3.0,50.0,2
3498,Harlur,Prncyrn,2240.0,5.0,2.0,155.0,3
3499,Hegde Nagar,Sonosty,1584.01,3.0,1.0,103.0,3
3500,other,Apitea ,1340.0,3.0,3.0,77.0,3
3501,other,Mas 2 H,1800.0,3.0,2.0,70.0,3
3503,Sarjapur  Road,AsastDe,685.0,1.0,1.0,40.0,1
3504,other,Sothin ,925.0,2.0,3.0,42.0,2
3505,other,ARntyne,1230.0,2.0,2.0,57.0,2
3507,Kodichikkanahalli,Aaubyya,1125.0,2.0,1.0,52.0,2
3509,Jigani,Prllasw,2400.0,3.0,2.0,149.0,3
3510,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,41.58,3
3512,Jakkur,Ceezey ,1858.0,3.0,1.0,98.3,3
3514,Ambedkar Nagar,SoechHa,3530.0,4.0,2.0,290.0,4
3519,Kudlu Gate,Brlms P,1335.0,3.0,2.0,89.0,3
3522,Kundalahalli,Dieldli,1397.0,3.0,2.0,110.0,3
3525,Yelahanka New Town,KHatsFl,1200.0,2.0,1.0,130.0,2
3529,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.55,2
3530,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
3533,Balagere,Soresea,1205.47,2.0,1.0,81.0,2
3535,Electronic City,Naireru,1700.0,3.0,2.0,75.0,3
3537,Kanakpura Road,GolusLi,1090.0,2.0,1.0,54.54,2
3540,Thanisandra,Bhe 2ko,923.0,1.0,1.0,60.84,1
3541,other,MacleK ,3595.0,6.0,2.0,360.0,4
3542,Green Glen Layout,GaentAp,1050.0,2.0,2.0,48.0,2
3543,Whitefield,UKe 2nz,1495.0,2.0,2.0,79.5,2
3547,Electronic City,DSgmax ,1400.0,2.0,1.0,48.0,3
3549,Sarjapur  Road,Ascid P,944.0,2.0,1.0,35.0,2
3551,Whitefield,Prtates,1216.0,2.0,1.0,66.48,2
3553,Thanisandra,Moity S,1743.0,3.0,2.0,93.25,3
3554,Yelahanka,Pyikad ,1274.0,2.0,2.0,48.42,2
3556,Mysore Road,SaodySa,1512.0,2.0,2.0,110.0,3
3559,Doddathoguru,SryleHo,1875.0,3.0,1.0,55.0,3
3565,Anandapura,ViensRK,1151.0,2.0,1.0,43.1,2
3567,Sarjapur  Road,Shthi S,915.0,2.0,1.0,38.0,2
3569,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,65.12,2
3570,Thigalarapalya,Prtanha,2072.0,4.0,2.0,139.0,3
3571,Kaggadasapura,MCngeha,1200.0,2.0,2.0,53.0,2
3572,other,Phhidx ,1300.0,2.0,2.0,65.0,2
3573,Bellandur,Amivace,1457.0,2.0,2.0,85.0,2
3574,Kannamangala,Marnaer,1262.0,2.0,2.0,55.0,2
3577,Attibele,Jae 1hu,420.0,1.0,1.0,17.0,1
3582,HSR Layout,SruntFa,1127.0,2.0,1.0,68.0,2
3583,Kundalahalli,Dieldli,1397.0,3.0,2.0,104.0,3
3587,Jakkur,BrdgeNo,1230.0,2.0,1.0,76.0,2
3589,Sarjapur  Road,Daivon ,858.0,2.0,1.0,31.57,2
3590,Talaghattapura,Sodgere,1868.0,3.0,1.0,121.0,3
3591,Uttarahalli,Baveles,1689.28,3.0,2.0,91.2,3
3597,Uttarahalli,Ihnueut,1310.0,2.0,1.0,85.0,3
3600,Kundalahalli,Dieldli,1397.0,3.0,3.0,108.0,3
3601,Sarjapur,Vehes L,1157.0,2.0,1.0,40.0,2
3603,Sonnenahalli,DSgam S,1157.0,2.0,1.0,42.0,2
3604,Sarjapur  Road,BModsen,1241.0,2.0,1.0,82.0,2
3605,Binny Pete,She 2rk,660.0,1.0,1.0,62.0,1
3606,Marathahalli,PueraRi,4000.0,4.0,3.0,220.0,4
3607,Rajiv Nagar,PuoodSk,2340.0,4.0,1.0,148.0,4
3608,other,Raiyai ,596.0,1.0,1.0,42.0,1
3610,other,UpowsMe,1200.0,4.0,3.0,110.0,4
3611,other,RMcesa ,1910.0,3.0,1.0,190.0,3
3612,Brookefield,CidgeKn,1139.0,2.0,2.0,80.0,2
3613,Thigalarapalya,Prtanha,3122.0,5.0,2.0,225.0,4
3615,Yeshwanthpur,IBityin,1168.0,2.0,2.0,64.08,2
3617,Electronics City Phase 1,Shitt S,1340.0,2.0,2.0,75.0,2
3618,other,ShentAp,1405.0,2.0,2.0,70.0,3
3620,other,Sorisa ,1750.0,3.0,3.0,149.0,3
3621,other,Puodse ,1360.0,2.0,1.0,65.0,3
3623,other,Sancy R,985.0,2.0,1.0,63.0,2
3625,7th Phase JP Nagar,Brngsal,1850.0,3.0,2.0,150.0,3
3626,other,Srowsee,1490.0,2.0,3.0,88.0,3
3627,other,VBavaai,620.0,1.0,1.0,25.0,2
3629,other,BaiseBa,1080.0,2.0,2.0,55.0,2
3631,Begur Road,Dhalsh ,1410.0,2.0,3.0,52.17,3
3633,Hennur Road,Maity W,1290.0,2.0,1.0,94.5,3
3634,Hosa Road,Skume R,1318.0,2.0,1.0,85.28,3
3635,Electronic City,Prarkun,1128.0,2.0,1.0,68.0,2
3636,other,Sreat R,4428.0,4.0,2.0,255.0,4
3637,Kanakpura Road,GolusLi,1051.0,2.0,2.0,56.74,2
3639,Kannamangala,MIalerd,2400.0,4.0,1.0,130.0,4
3640,Yelahanka,PuziaVe,1327.0,2.0,3.0,85.0,2
3641,Thigalarapalya,Prtanha,2912.0,6.0,2.0,210.0,4
3642,other,Jaangm ,1301.0,2.0,2.0,55.0,2
3648,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2
3649,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.91,2
3650,Jakkur,SoineC ,1819.18,3.0,1.0,160.0,3
3652,Hebbal,Magiaya,1355.0,3.0,1.0,83.87,3
3653,other,Sowerew,2145.0,4.0,1.0,270.0,3
3654,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3
3658,Hosakerehalli,SoageHe,1304.0,2.0,3.0,100.0,2
3659,Begur Road,Dhalsh ,1615.0,3.0,2.0,58.0,3
3660,Sarjapur  Road,Contsci,1400.0,2.0,2.0,68.0,2
3661,CV Raman Nagar,Villeka,1070.0,2.0,2.0,47.5,2
3662,Hebbal,Emceske,3500.0,3.0,3.0,395.0,3
3663,Hoodi,GoAirej,1132.0,2.0,1.0,89.37,2
3666,other,DShtsow,794.0,1.0,2.0,65.0,1
3667,Raja Rajeshwari Nagar,Lancyey,1090.0,2.0,2.0,43.59,2
3668,Gottigere,Pridei ,1500.0,3.0,2.0,70.0,3
3669,1st Phase JP Nagar,Prhtsok,2059.0,3.0,2.0,225.0,3
3670,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
3671,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
3672,Whitefield,VaarkMe,1269.0,2.0,1.0,75.0,2
3674,Kanakpura Road,Shiew T,1070.0,2.0,2.0,37.45,2
3677,Ramamurthy Nagar,Cimeshw,1185.0,2.0,1.0,45.5,2
3680,Chandapura,SunceEs,1015.0,2.0,2.0,25.88,2
3684,other,Radhian,902.0,2.0,2.0,42.0,2
3687,Binny Pete,She 2rk,1365.0,2.0,1.0,122.0,2
3688,Doddathoguru,Hincy R,984.0,2.0,1.0,51.0,2
3691,Haralur Road,NDionas,1300.0,2.0,2.0,79.0,2
3694,other,SNiew L,1550.0,2.0,3.0,160.0,2
3697,Yelahanka,Nileyap,4025.0,5.0,3.0,800.0,4
3698,other,Vestas ,1845.0,3.0,3.0,91.0,3
3699,other,Puownm ,1676.0,3.0,3.0,52.0,3
3700,Uttarahalli,PrdgeLa,1137.0,2.0,1.0,63.0,2
3701,Electronic City,GMown E,1360.0,2.0,1.0,70.5,3
3702,other,FoGemna,1374.0,2.0,2.0,70.0,3
3709,Electronic City Phase II,SNbay G,1790.0,3.0,3.0,100.0,3
3712,Somasundara Palya,Ahhtser,1033.0,2.0,2.0,48.0,2
3714,Binny Pete,She 2rk,2940.0,6.0,2.0,280.0,4
3715,other,BMmesHo,1240.0,2.0,2.0,52.6,2
3717,Kambipura,Prrtht ,883.0,2.0,1.0,39.0,2
3718,other,SRzonhu,1500.0,2.0,0.0,97.0,3
3719,Marathahalli,Asintas,1730.0,3.0,3.0,139.0,3
3721,Whitefield,BainePr,1545.0,3.0,2.0,79.0,3
3726,Marsur,AreraRe,1200.0,3.0,1.0,120.0,3
3729,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,120.0,3
3730,Yelahanka,Rarthne,1371.0,2.0,2.0,65.0,3
3733,Ambalipura,SJarkte,1730.0,3.0,1.0,120.0,3
3735,EPIP Zone,SJlynro,1500.0,3.0,3.0,102.0,3
3738,other,Glnetch,1203.0,2.0,1.0,59.86,2
3740,other,Suensda,1600.0,3.0,2.0,76.0,3
3741,Yelahanka New Town,KHatsFl,350.0,1.0,1.0,13.5,1
3742,Varthur,MKllei ,1665.0,3.0,1.0,53.0,3
3746,Haralur Road,NDionas,1444.0,2.0,1.0,80.0,3
3748,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.71,3
3751,Old Madras Road,Brica E,2760.0,5.0,2.0,157.0,3
3752,Marathahalli,PueraRi,1325.0,1.0,1.0,92.0,2
3756,Electronics City Phase 1,SrnesSr,650.0,1.0,1.0,23.0,1
3759,Electronic City Phase II,MJtroty,769.0,2.0,1.0,40.0,2
3760,Electronic City,Prarkun,1571.0,3.0,2.0,105.0,3
3761,Hennur Road,Maity W,1445.0,3.0,1.0,86.56,3
3762,Hosur Road,Saageat,1590.0,2.0,2.0,135.0,3
3763,Bommasandra,Niway G,902.0,2.0,2.0,49.0,2
3766,Yelahanka,NCowsar,1712.0,3.0,3.0,82.0,3
3770,Kundalahalli,Roima A,1920.0,3.0,2.0,150.0,3
